,class,bruises,gill-attachment,gill-spacing,gill-size,stalk-shape,cap-shape_b,cap-shape_c,cap-shape_f,cap-shape_k,cap-shape_s,cap-shape_x,cap-surface_f,cap-surface_g,cap-surface_s,cap-surface_y,cap-color_b,cap-color_c,cap-color_e,cap-color_g,cap-color_n,cap-color_p,cap-color_r,cap-color_u,cap-color_w,cap-color_y,odor_a,odor_c,odor_f,odor_l,odor_m,odor_n,odor_p,odor_s,odor_y,gill-color_b,gill-color_e,gill-color_g,gill-color_h,gill-color_k,gill-color_n,gill-color_o,gill-color_p,gill-color_r,gill-color_u,gill-color_w,gill-color_y,stalk-root_?,stalk-root_b,stalk-root_c,stalk-root_e,stalk-root_r,stalk-surface-above-ring_f,stalk-surface-above-ring_k,stalk-surface-above-ring_s,stalk-surface-above-ring_y,stalk-surface-below-ring_f,stalk-surface-below-ring_k,stalk-surface-below-ring_s,stalk-surface-below-ring_y,stalk-color-above-ring_b,stalk-color-above-ring_c,stalk-color-above-ring_e,stalk-color-above-ring_g,stalk-color-above-ring_n,stalk-color-above-ring_o,stalk-color-above-ring_p,stalk-color-above-ring_w,stalk-color-above-ring_y,stalk-color-below-ring_b,stalk-color-below-ring_c,stalk-color-below-ring_e,stalk-color-below-ring_g,stalk-color-below-ring_n,stalk-color-below-ring_o,stalk-color-below-ring_p,stalk-color-below-ring_w,stalk-color-below-ring_y,veil-type_p,veil-color_n,veil-color_o,veil-color_w,veil-color_y,ring-number_n,ring-number_o,ring-number_t,ring-type_e,ring-type_f,ring-type_l,ring-type_n,ring-type_p,spore-print-color_b,spore-print-color_h,spore-print-color_k,spore-print-color_n,spore-print-color_o,spore-print-color_r,spore-print-color_u,spore-print-color_w,spore-print-color_y,population_a,population_c,population_n,population_s,population_v,population_y,habitat_d,habitat_g,habitat_l,habitat_m,habitat_p,habitat_u,habitat_w
spore-print-color_h,0.490229170569535,-0.24324414481334616,-0.08167374052614877,-0.22003938351048186,-0.3035378458616412,-0.3954079213657747,-0.12169864476461191,-0.011128145686368985,0.11525334786022882,-0.1689054166978161,-0.03152955735740999,0.050365967332193215,0.12375145553373645,-0.011128145686369025,-0.14916613348186175,0.027804726699653264,0.1343895929314712,-0.036999127216711496,-0.23859222612722805,0.2747854810837352,-0.3135540739548738,-0.0673520194618771,0.08859970985853417,0.08859970985853423,-0.0891221632025636,0.39273867570462373,-0.11409843425508655,-0.07800637262095571,0.7997515343521038,-0.11409843425508667,-0.03345041427180344,-0.4095323034709286,-0.09043959912581098,-0.13850521239368105,-0.13850521239368135,-0.2606084319644002,-0.05482804445640184,0.29779854742197714,0.42162149422360923,-0.11529349211450823,-0.1929556726675054,-0.044677955139499057,0.1906458561629555,-0.027291910163547685,-0.11184559044217965,-0.11548375021362162,-0.051861616135176626,-0.30033416215334074,0.5084548796154668,-0.13589943642784494,-0.20049648549076216,-0.07800637262095568,0.0404217572568335,0.5537345024128989,-0.5416847553646812,-0.027291910163547702,0.08395250593549719,0.5678651898070245,-0.5332756825591921,-0.0954271514957711,0.47266278981437143,-0.03345041427180344,-0.05482804445640214,-0.1385052123936811,0.46030315263963206,-0.07800637262095574,0.040811987688740746,-0.34625184045810853,-0.01574145223631694,0.4726627898143711,-0.03345041427180344,-0.05482804445640207,-0.13850521239368166,0.4161262389560994,-0.07800637262095574,0.04081198768874099,-0.33573392202912344,-0.027291910163547723,,-0.05482804445640214,-0.054828044456402145,0.07965509978920722,-0.01574145223631694,-0.03345041427180344,0.14612228724758533,-0.14158656754994697,-0.3612308667930556,0.1537629285489901,0.8689302627422747,-0.03345041427180344,-0.3129063065175552,-0.03865389701046704,1.0,-0.27435587161100305,-0.2834875973123906,-0.03865389701046702,-0.047411662775661514,-0.03865389701046695,-0.32350679829533535,-0.038653897010467085,-0.11167756946925722,-0.10478735218005944,-0.1140984342550863,-0.0909147657118314,0.0027155634407208563,0.24714697486832,-0.09609911253623563,0.10065952979936534,-0.1693593408710702,-0.09681126790214462,0.1785793287761503,0.10352226942594177,-0.07800637262095557
spore-print-color_k,-0.39683220090329024,0.33575619204382173,-0.08913639423494327,0.10300766553560019,-0.19406411238423618,0.10984344114352299,0.03040930353343345,-0.01214494125791255,0.01541025061032954,-0.1843385611361056,0.0402558276516037,0.0784701446854252,0.11998420421250316,-0.012144941257912618,-0.09881153707012366,-0.016418802105297114,-0.0795152980495784,-0.04037979366062864,-0.043425500312360935,0.03352962133714662,0.01671142999899669,-0.002617737740983097,-0.024307850622720138,-0.02430785062272012,0.0982974051077457,-0.0613380201257734,0.11325278279085095,0.0995957874181184,-0.3293074043096715,0.11325278279085105,-0.03650682942455705,0.28486832846194476,0.1154700928407782,-0.15116064399627963,-0.15116064399628,-0.28442062017585484,-0.05983776614507024,-0.07391013416520012,-0.07419035040897015,0.14720266749391528,0.2045014153003977,-0.0487602477524643,0.05148620194769366,-0.02978561344308433,0.15518144761098676,0.05517940549046829,-0.0566002907630557,-0.36272356848018894,0.052688831791942725,0.14804317761708377,0.25598684666505844,0.09959578741811884,0.07527164907034192,-0.35139157224139134,0.2962412605512335,-0.029785613443084363,0.0600660763167254,-0.3442890279986364,0.26735293307767527,0.048631777717889034,-0.12967781167760994,-0.03650682942455705,-0.059837766145070415,0.17683857390590518,-0.13219497939796412,-0.08513393335466547,-0.09951277129780062,0.1570774973756431,-0.017179772633502004,-0.1296778116776095,-0.03650682942455705,-0.05983776614507026,0.17683857390590604,-0.14191523745485168,-0.08513393335466547,-0.0995127712978002,0.16761072354851536,-0.029785613443084485,,-0.059837766145070435,-0.0598377661450705,0.08693330722818202,-0.017179772633502004,-0.03650682942455705,0.15947370254754664,-0.15452354725279024,-0.1575724794234204,-0.04218576228351835,-0.2383961196038344,-0.03650682942455705,0.33545840409238664,-0.04218576228351855,-0.27435587161100305,1.0,-0.30939028960800546,-0.04218576228351852,-0.05174373840699167,-0.04218576228351871,-0.3530661057614345,-0.0421857622835185,0.14258598489483357,-0.1143619316880338,0.0484046289007411,0.1559892583374117,-0.21217661506062646,0.07848729327137259,0.1407664946583859,0.08552814082432197,-0.18483396105043845,0.09534000293784113,-0.1811906459017995,0.038235901656182555,-0.08513393335466525
spore-print-color_n,-0.416645297107253,0.3347339060321777,-0.005198858338392655,0.12661520212780616,-0.17935572671274197,0.10422164557866916,0.03823472714799344,-0.012549176354378685,0.014411402280113755,-0.1790786729050958,0.03783222438383147,0.07296741545614215,0.11575789131970816,-0.012549176354378688,-0.07126073680143703,-0.03862514781062806,-0.08216190403103263,-0.04172380426051952,-0.05580692636878369,0.018031084283314784,0.029852569727660556,-0.006277930666326427,-0.025116918870370635,-0.025116918870370642,0.10668451082943402,-0.05066793496446602,0.13690638018322238,0.09359962015677344,-0.3402681498185379,0.1369063801832225,-0.03772193136706276,0.2836490200562549,0.10851821256245212,-0.1561919106125682,-0.1561919106125688,-0.2938873433482575,-0.0618294205019173,-0.08145378235420911,-0.08159950590618786,0.1383403266410417,0.21781328815241596,0.0016128766809841732,0.0493947746843741,-0.030777004843649904,0.14552194441655605,0.05568814036341951,-0.013567800898203178,-0.34485115667441496,0.053733575737285655,0.1380329223963125,0.24057515115966435,0.09359962015677328,0.06653614069578843,-0.36308737241744043,0.31198462733407956,-0.030777004843649876,0.051249131006258705,-0.3557484254127313,0.28494155991528614,0.04254979757626449,-0.13399403862344658,-0.03772193136706276,-0.06182942050191716,0.16619200245056875,-0.13659498834938363,0.0028160344173243437,-0.11290133457552795,0.15164530647415886,-0.01775158824794521,-0.13399403862344691,-0.03772193136706276,-0.061829420501917094,0.1661920024505694,-0.14663877777376388,0.0028160344173243437,-0.1129013345755275,0.1625479688026737,-0.03077700484364985,,0.00197929547338468,0.001979295473384696,0.000832541221288459,-0.01775158824794521,-0.03772193136706276,0.16478166297025465,-0.15966674553621726,-0.17474602741682826,-0.04358988317006976,-0.24633095241683098,-0.03772193136706276,0.35794217761936276,-0.043589883170069864,-0.2834875973123906,-0.30939028960800546,1.0,-0.043589883170069885,-0.053465989230793716,-0.04358988317007048,-0.36481764150710255,-0.04358988317006986,0.13400159155132976,-0.08373509828657999,0.04129943755211913,0.14156844793782103,-0.19460411401881522,0.06289197195317633,0.1447259829357505,0.06752826172553957,-0.14550142600644211,0.0883822442263971,-0.18925460947371178,0.031573522787933114,-0.08796755132212519
spore-print-color_o,-0.07437139702538005,-0.0650082278838303,0.47327203041584187,-0.033833900004686016,-0.05157906318414706,-0.08825803735451566,0.06537039046617578,-0.0017110962700559054,-0.0218307879773673,0.0377337970986114,-0.004848077075128696,-0.03099674946755315,-0.048741933644363085,-0.001711096270055902,0.11378673923601376,-0.06285690243259996,-0.011202880855135808,-0.005689094154598234,-0.03668663941834541,-0.041717020889551926,0.12327665376157826,-0.010356243756146794,-0.003424724060029028,-0.0034247240600290296,-0.029539276699293238,-0.03005825084300132,-0.01754410939391663,-0.011994488299681902,-0.046395998074421234,-0.017544109393916648,-0.005143433659609438,0.08799301229974571,-0.013906257618381292,-0.0212969670769524,-0.021296967076952323,-0.040071915703406444,-0.008430520682230649,-0.024622872744088052,-0.02426034792786015,-0.01772786499016656,0.04699547008946897,0.283809158809468,-0.03656660297054817,-0.004196484032443065,-0.019574281699255052,-0.032126166060817904,0.24312629076361222,0.1163027879888721,-0.07184452679810809,-0.02089629533330268,-0.030828926772839896,-0.011994488299681957,-0.0208154929268239,-0.04950742830473547,0.0581820567119722,-0.004196484032443058,-0.02177076526967918,-0.048506753480246724,0.06195752266154992,-0.014673158277077925,-0.018270258798164744,-0.005143433659609438,-0.00843052068223064,-0.021296967076952427,-0.01862490162483114,0.49552229788061003,-0.042185762283518426,-0.08514203258447271,-0.0024204517954701443,-0.018270258798164657,-0.005143433659609438,-0.008430520682230653,-0.021296967076952507,-0.019994385177852375,0.49552229788061003,-0.04218576228351845,-0.08346837051178652,-0.004196484032443063,,0.3482858856846531,0.3482858856846531,-0.485265816159389,-0.0024204517954701443,-0.005143433659609438,0.022468190813464937,-0.021770765269679197,-0.05554391596039068,-0.005943536404160482,-0.033587540885317874,-0.005143433659609438,0.07889952729376837,-0.0059435364041604734,-0.03865389701046702,-0.04218576228351852,-0.043589883170069885,1.0,-0.00729015611576289,-0.005943536404160484,-0.0497433527113982,-0.005943536404160475,-0.017171870134826375,0.17638350165819233,-0.017544109393916468,-0.032844437028012353,0.0004175529873058056,-0.039836170902242125,-0.06131964607885924,-0.046220464711228836,0.22823599106879805,-0.014885984069174574,-0.031211005806167317,-0.016792968474699355,-0.011994488299681944
spore-print-color_r,0.09802365435296358,0.1121420526766293,-0.015403733259616826,-0.04149960499385742,-0.06326526790582387,-0.10825455200961871,0.18331502083951207,-0.002098777241286055,0.021736874254564165,-0.03185569765945274,-0.005946499917826555,-0.0855383515321199,-0.05978533342587531,-0.0020987772412860506,0.037749334436345434,0.019440943361321055,0.2077524019568081,-0.006978065199577657,-0.04499868605755045,-0.05116879485359737,-0.05913655094712696,0.22617765355249397,-0.0042006595658342786,-0.004200659565834283,0.058110480363821895,-0.036868511658959685,-0.021519056618235586,-0.014712064718264885,-0.05690788212761695,-0.021519056618235596,-0.006308775079323964,0.10792948055510414,-0.01705698125329086,-0.02612219463728094,-0.02612219463728098,-0.04915096021470183,-0.010340613353963328,0.0785564106983093,-0.029756985032180733,-0.02174444549326125,-0.03639159531022811,-0.00842629833188102,-0.044851453099843355,0.5756370598661626,-0.024009202558530753,0.04937092972258341,-0.00978114258282484,-0.06268255681420486,0.1014712802862375,-0.025630743190910417,-0.03781379868357541,-0.01471206471826493,-0.025531633482867258,-0.06072426526719324,0.07136429353230479,-0.005147276243214554,-0.026703340702092956,-0.05949686878207536,0.07599516214495482,-0.017997637648238855,-0.02240972879728245,-0.006308775079323964,-0.010340613353963352,-0.026122194637281087,-0.022844722611726712,-0.014712064718264957,-0.05174373840699173,0.08562346815634335,-0.0029688505730871106,-0.022409728797282348,-0.006308775079323964,-0.010340613353963336,-0.026122194637281167,-0.024524488364066562,-0.014712064718264957,-0.05174373840699151,0.08734034306723931,-0.005147276243214547,,-0.010340613353963362,-0.010340613353963345,0.015023015990412173,-0.0029688505730871106,-0.006308775079323964,-0.3244656490719216,0.33485989240424807,-0.06812843248484435,-0.0072901561157628835,-0.041197428592703686,-0.006308775079323964,0.09677569586834436,-0.007290156115762895,-0.047411662775661514,-0.05174373840699167,-0.053465989230793716,-0.00729015611576289,1.0,-0.007290156115762879,-0.061013642775655415,-0.0072901561157628835,-0.021062479569378963,-0.019762979037875484,-0.02151905661823567,-0.04028596061108418,0.09507504710593545,-0.04886180300473433,-0.07521276265175911,0.05051657124414861,-0.031941308124209866,0.23573710737352746,-0.03828244489218034,-0.020597730627500907,-0.014712064718264938
spore-print-color_u,-0.07437139702538043,0.09142744845747298,-0.012558393528850987,0.17566808447555018,0.1152315695021638,0.06734272121060676,-0.018712740019449968,-0.0017110962700559122,0.017721692292064568,-0.025971391519243762,-0.0048480770751286725,0.007744418636201272,0.03659846914158649,-0.0017110962700559171,0.03077637020284417,-0.06285690243260089,-0.011202880855135837,-0.005689094154598236,-0.03668663941834531,-0.041717020889551676,-0.048212992669768084,-0.010356243756146835,-0.003424724060029051,-0.003424724060029038,0.08583432133198508,0.08383784516844613,0.16061632150130595,-0.011994488299681947,-0.04639599807442126,0.16061632150130606,-0.0051434336596094385,-0.06754554991155456,-0.013906257618381835,-0.02129696707695238,-0.02129696707695236,-0.040071915703406444,-0.008430520682230616,-0.024622872744087934,-0.024260347927860047,-0.017727864990166434,0.046995470089468805,-0.006869813223829784,0.02980227158993745,-0.004196484032443074,-0.01957428169925518,0.04025125298468525,-0.007974393976228324,-0.05110398905251649,0.0827277549041773,-0.020896295333303023,-0.030828926772839278,-0.01199448829968192,-0.020815492926823918,-0.049507428304735236,0.0581820567119722,-0.004196484032443045,-0.02177076526967924,-0.048506753480246724,0.061957522661549906,-0.014673158277077892,-0.018270258798164667,-0.0051434336596094385,-0.008430520682230627,-0.02129696707695209,-0.018624901624831224,-0.011994488299681923,-0.04218576228351872,0.06980731166200028,-0.002420451795470145,-0.018270258798164737,-0.0051434336596094385,-0.008430520682230621,-0.021296967076951855,-0.01999438517785244,-0.011994488299681923,-0.04218576228351831,0.07120704966105865,-0.0041964840324430425,,-0.008430520682230632,-0.008430520682230628,0.012248001417450562,-0.002420451795470145,-0.0051434336596094385,0.022468190813465762,-0.021770765269679193,-0.05554391596039072,-0.005943536404160484,-0.03358754088531802,-0.0051434336596094385,0.07889952729376937,-0.005943536404160475,-0.03865389701046695,-0.04218576228351871,-0.04358988317007048,-0.005943536404160484,-0.007290156115762879,1.0,-0.049743352711398105,-0.005943536404160472,-0.01717187013482641,-0.016112410146100355,-0.017544109393916707,-0.03284443702801206,0.0775130181889486,-0.03983617090224207,0.09692711527585873,-0.04622046471122818,-0.02604118822946243,-0.01488598406917452,-0.031211005806167192,-0.01679296847469924,-0.01199448829968196
spore-print-color_w,0.3573840060325164,-0.41687680490139567,-0.0744564350831717,-0.024710711384998134,0.6346796420712992,0.20368818988198142,-0.024591991944361166,0.034398490990009675,-0.1255969130326691,0.47923991787900433,-0.040575104032568796,-0.15351506472413834,-0.2978694964995569,0.034398490990009634,0.21917453447291144,0.06534593274173042,-0.0026250243368017754,0.11436893262111422,0.3364071515348023,-0.25102142577552666,0.19030438197089897,0.0279962696422658,-0.028662608466229953,-0.02866260846622998,-0.12429987583455529,-0.23240663499387682,-0.1468322497323402,-0.10038569994560174,-0.03603346960729849,-0.14683224973234035,0.10339941679143917,-0.22515399603071534,-0.11638590740732915,0.42813694526208157,0.42813694526208135,0.8055732780196003,0.1694803470755771,-0.11657775137195815,-0.20304259313226955,-0.1483701589526084,-0.2483129212189317,-0.05749565898430153,-0.2390471416084522,-0.035121713939102364,-0.16382340957089642,-0.002526898450341584,-0.008657435435330381,0.8865409947282424,-0.5449492615942026,-0.1278038122917621,-0.25801712547798517,-0.10038569994560215,-0.1484432727438647,0.22508751317021503,-0.14467252470071088,0.08436270986377356,-0.1574117502104832,0.19826665028487903,-0.10342532236819688,0.01253336143132306,-0.15290962580618808,0.10339941679143917,0.16948034707557744,-0.17824111319488406,-0.13693854284487142,-0.10038569994560219,0.20130363587093855,0.030321360063797632,0.048658798885414134,-0.15290962580618736,0.10339941679143917,0.1694803470755771,-0.17824111319488475,-0.07838778255074381,-0.10038569994560219,0.20130363587093733,-0.00035232309803841786,0.08436270986377344,,-0.0705577177155643,-0.07055771771556452,0.08855817955037591,0.048658798885414134,0.10339941679143917,-0.3792604955505373,0.3632776059417835,0.6790837101307321,-0.04974335271139807,-0.2811048472416767,0.10339941679143917,-0.4445201555715847,-0.0497433527113982,-0.32350679829533535,-0.3530661057614345,-0.36481764150710255,-0.0497433527113982,-0.061013642775655415,-0.049743352711398105,1.0,-0.0497433527113982,-0.14371686059381417,0.1943783805892166,0.03299667441221287,-0.16698209487704718,0.34394607961476176,-0.31220095880636867,-0.15159551802042165,-0.2103852096449639,0.3524052412151486,-0.12458555069854893,0.21729199590703954,-0.14054571169508154,0.24112746017084416
spore-print-color_y,-0.07437139702538006,-0.06500822788383029,0.4732720304158414,-0.03383390000468603,-0.051579063184147046,-0.0882580373545157,0.06537039046617599,-0.0017110962700559076,-0.021830787977367327,0.03773379709861139,-0.004848077075128703,-0.030996749467553174,-0.048741933644363106,-0.001711096270055905,0.11378673923601364,-0.06285690243259999,-0.011202880855135792,-0.005689094154598231,-0.03668663941834543,-0.041717020889551946,0.12327665376157813,-0.010356243756146792,-0.0034247240600290313,-0.003424724060029035,-0.029539276699293213,-0.030058250843001347,-0.017544109393916627,-0.011994488299681876,-0.04639599807442129,-0.017544109393916648,-0.005143433659609433,0.08799301229974583,-0.01390625761838131,-0.021296967076952392,-0.021296967076952323,-0.04007191570340648,-0.008430520682230632,-0.024622872744088038,-0.024260347927860172,-0.017727864990166584,0.04699547008946901,0.2838091588094679,-0.03656660297054813,-0.004196484032443057,-0.019574281699255038,-0.032126166060817925,0.24312629076361222,0.11630278798887209,-0.07184452679810804,-0.020896295333302683,-0.030828926772839885,-0.011994488299681931,-0.020815492926823866,-0.04950742830473559,0.05818205671197207,-0.0041964840324430494,-0.021770765269679183,-0.04850675348024669,0.061957522661549955,-0.014673158277077932,-0.018270258798164723,-0.005143433659609433,-0.008430520682230623,-0.021296967076952427,-0.018624901624831127,0.4955222978806104,-0.04218576228351835,-0.08514203258447274,-0.0024204517954701478,-0.01827025879816463,-0.005143433659609433,-0.008430520682230635,-0.021296967076952503,-0.0199943851778524,0.4955222978806104,-0.04218576228351847,-0.0834683705117866,-0.004196484032443061,,0.3482858856846527,0.34828588568465285,-0.48526581615938874,-0.0024204517954701478,-0.005143433659609433,0.02246819081346494,-0.02177076526967923,-0.055543915960390655,-0.00594353640416047,-0.03358754088531781,-0.005143433659609433,0.0788995272937683,-0.005943536404160479,-0.038653897010467085,-0.0421857622835185,-0.04358988317006986,-0.005943536404160475,-0.0072901561157628835,-0.005943536404160472,-0.0497433527113982,1.0,-0.017171870134826336,0.1763835016581925,-0.017544109393916478,-0.03284443702801242,0.0004175529873057989,-0.03983617090224215,-0.06131964607885926,-0.046220464711228836,0.2282359910687974,-0.014885984069174556,-0.03121100580616731,-0.01679296847469939,-0.011994488299681918
population_a,-0.21487139719906037,-0.18781963649366762,-0.03628329804264629,0.5075344590025996,-0.14902053498892948,0.19456437792572015,-0.05406423375413835,-0.004943643134248824,0.051200931215911225,-0.07503569122198027,-0.01400690502702447,0.022374919920989625,0.10573909479091394,-0.004943643134248836,0.08891807779197534,-0.18160409767062397,-0.032366995354089684,-0.016436743945772075,-0.10599383345814836,0.05685751273828489,0.025858689721820528,-0.029920919259563132,-0.00989460025268253,-0.009894600252682496,0.13687849840723149,-0.08684331092760517,-0.050687864540146794,-0.03465408157871383,-0.1340457935366428,-0.05068786454014655,-0.01486023956849701,0.25422652058220874,-0.04017750269303057,-0.06153049767729235,-0.061530497677292316,-0.11577446249524563,-0.024357183414052002,-0.07113959507539291,0.12438492919467534,0.20374523498764863,0.08040334116105023,-0.019848038694192317,0.03816605103480663,-0.01212434381280845,-0.05655337167394646,-0.0928178636442881,-0.02303935711874829,-0.14764796641392067,-0.2075708467456465,-0.06037289003753277,0.5570051225381834,-0.034654081578713636,0.3824083853452237,-0.14303523554815695,-0.06352131048113877,-0.01212434381280837,0.36292942174336035,-0.14014411871722807,-0.0490749462496283,-0.04239320688359167,-0.05278583154502726,-0.01486023956849701,-0.024357183414052012,-0.061530497677291615,-0.053810453949880946,-0.03465408157871376,-0.1218817185950359,0.20168499169654483,-0.006993089816077516,-0.05278583154502748,-0.01486023956849701,-0.02435718341405201,-0.061530497677290845,-0.05776712084398777,-0.03465408157871376,-0.1218817185950349,0.20572906874228986,-0.012124343812808362,,-0.024357183414052044,-0.024357183414052033,0.03538652335071178,-0.006993089816077516,-0.01486023956849701,0.0649143588223432,-0.06289937985153543,0.30915843504933954,-0.017171870134826364,-0.09704001978134076,-0.01486023956849701,-0.21764224354462608,-0.017171870134826364,-0.11167756946925722,0.14258598489483357,0.13400159155132976,-0.017171870134826375,-0.021062479569378963,-0.01717187013482641,-0.14371686059381417,-0.017171870134826336,1.0,-0.04655144610441314,-0.05068786454014724,-0.09489306852763689,-0.2215353051143944,-0.1150933563598943,-0.1771627071119818,0.37152093216956855,-0.07523734558433498,-0.04300809617082907,-0.09017381269939709,-0.04851769287118551,-0.03465408157871386
population_c,-0.13764485472021473,0.0732292375595945,0.4075523987165273,-0.06499409349773126,-0.11854592439103324,-0.23925986144383027,0.024358183319245743,0.10619741271109896,-0.035213798479505516,0.14089639741309606,-0.01314271520229947,-0.06549585545201012,-0.13213514190680142,0.10619741271109898,0.11255409500518467,0.010334963431377896,0.17696287869799485,0.08508018580441085,-0.004399389680290663,-0.11309121454617158,0.08260285353803529,0.19553325334825672,-0.009284128999997273,-0.009284128999997279,-0.06535992530263024,-0.06695530750355001,-0.04756055435362713,-0.03251601434489316,-0.12577551465647108,-0.04756055435362717,0.3192218676765942,0.19389594742727428,-0.03769865465749447,-0.057734225060294145,-0.05773422506029419,-0.10863147749903299,0.5232315094878035,-0.06675046599365773,-0.06576769275395579,-0.04805869978962533,-0.02174930122527947,0.2038721780703907,-0.09912887961763997,-0.011376303147559233,-0.053064174862785564,0.1310468737820903,0.30272141223572374,0.24587817928808606,-0.1849046855022224,0.05046781689440266,-0.08357453858285117,-0.03251601434489328,-0.05642899052413726,-0.08553994850866468,0.10147671206069633,0.0792326054512358,-0.05901865074368862,-0.13149758894089095,0.11257099211133317,0.10747546854597628,-0.049529082218687785,0.3192218676765942,0.5232315094878051,-0.057734225060294214,-0.05049048807036589,0.35595472174027193,-0.11436193168803294,-0.10232547873943072,0.15022282659903424,-0.049529082218687695,0.3192218676765942,0.5232315094878046,-0.05773422506029439,-0.054203038847235055,0.35595472174027193,-0.11436193168803332,-0.0980154699005144,0.07923260545123577,,0.2501885506569368,0.2501885506569372,-0.37934536495334026,0.15022282659903424,0.3192218676765942,-0.4608286230060328,0.3922448962132339,0.10863638351767983,-0.016112410146100337,-0.09105290146188602,0.3192218676765942,-0.0763236339529477,0.17638350165819236,-0.10478735218005944,-0.1143619316880338,-0.08373509828657999,0.17638350165819233,-0.019762979037875484,-0.016112410146100355,0.1943783805892166,0.1763835016581925,-0.04655144610441314,1.0,-0.04756055435362693,-0.08903841154950391,-0.20786714957768992,-0.10799239385120522,-0.12080941634286442,-0.12529965897901568,0.15647581301926416,-0.04035460783633167,-0.08461032160403148,-0.045524276665569956,0.744425457825442
population_n,-0.2195292224134979,0.1036393575598942,-0.03706982087764891,0.1227558092874169,-0.15225089330738717,-0.26051975742188055,0.38158925817890893,-0.005050807819460741,-0.181190910570367,0.013599218319249859,-0.01431053648407989,-0.004585502687863419,-0.0531895666215316,-0.0050508078194607476,0.09084557893990718,-0.03685192185825977,-0.03306862343973107,-0.016793047676244614,-0.10829149036591718,-0.025275854741759054,-0.1423149384622937,-0.03056952309414993,-0.010109088170313663,-0.010109088170313682,0.2533654411785553,0.126440938763672,0.2847850854479527,-0.03540528744913008,-0.136951540346889,0.28478508544795417,-0.01518236898849885,-0.03409817065004978,-0.041048441252263194,-0.06286431086636309,-0.06286431086636303,-0.11828413673587394,-0.024885180646524688,0.14717272510444548,-0.07161160781027864,0.11438514290960512,0.021045488958645706,-0.020278289980738787,-0.03741050127884529,-0.012387166482814535,-0.05777929436062352,0.0846305590173625,-0.02353878747528257,0.02704568899007358,-0.21207041595940504,0.5151257519294199,-0.09100071523430701,-0.03540528744913009,-0.06144309720066049,-0.056044207016278824,0.0865512344956467,-0.012387166482814526,-0.06426286666859961,-0.05230619650079064,0.09899708276702969,-0.04331217585999939,-0.05393008424846083,-0.01518236898849885,-0.024885180646524712,-0.06286431086636361,-0.05497691766946025,-0.03540528744913015,-0.1245237814728834,0.20605697164335846,-0.00714468090961881,-0.053930084248460484,-0.01518236898849885,-0.02488518064652473,-0.06286431086636378,-0.059019354298695835,-0.03540528744913015,-0.12452378147288326,0.21018871323765873,-0.01238716648281452,,-0.02488518064652475,-0.024885180646524716,0.03615360655891314,-0.00714468090961881,-0.01518236898849885,-0.2386573816126467,0.2489800506208218,-0.16395433148074456,-0.01754410939391644,-0.09914358245575407,-0.01518236898849885,0.23289534106348367,-0.01754410939391648,-0.1140984342550863,0.0484046289007411,0.04129943755211913,-0.017544109393916468,-0.02151905661823567,-0.017544109393916707,0.03299667441221287,-0.017544109393916478,-0.05068786454014724,-0.04756055435362693,1.0,-0.09695009116082741,-0.2263375856575525,-0.11758826607917597,-0.1810031108837314,0.2144519657718099,-0.07686828581136472,0.34726153782411084,-0.09212853475150957,-0.04956942398173636,-0.035405287449130074
